[2026-07-11T05:50:22.303Z] GET https://www.bing.com/search?q=%22Order+No.+182%2C101%22+mobile+food+facility+sfpublicworks → 200 (336ms, ?B)
[2026-07-11T05:50:22.662Z] GET https://r.bing.com/rs/5T/4A/cc,nc/dHh0YRAf6hmaCYSPwqut3Z1i8AA.css?or=w → 200 (309ms, 1158B)
[2026-07-11T05:50:22.662Z] GET https://r.bing.com/rs/5T/4d/cc,nc/SfR2Wg95CO-qcoM_waKy0GTC1lA.css?or=w → 200 (378ms, 1728B)
[2026-07-11T05:50:22.663Z] GET https://r.bing.com/rs/4/10/cc,nc/HRXc0Ol4mny16Z0L2YjjdOUNhJI.css?or=w → 200 (408ms, 1356B)
[2026-07-11T05:50:22.663Z] GET https://r.bing.com/rs/4/14/cc,nc/XY1jJ6klaUWi4F3_c_4HR_oQdGE.css?or=w → 200 (408ms, 1170B)
[2026-07-11T05:50:22.663Z] GET https://r.bing.com/rs/4/18/cc,nc/m6GZivkZTxxG1Uz__10V98VUSi0.css?or=w → 200 (368ms, 1190B)
[2026-07-11T05:50:22.663Z] GET https://r.bing.com/rs/4/1o/cc,nc/dpaXuSJlaIdMQpQGH2UEsBGB_W0.css?or=w → 200 (352ms, 1201B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rs/4/g4/cc,nc/KGkGR9O_9-_z3gmjZgc_n5ed54k.css?or=w → 200 (312ms, 1163B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rs/4/gG/cc,nc/ra8pg6BSE7Mw5MI3_aBRhW_HwtM.css?or=w → 200 (368ms, 1177B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rs/4/gI/cc,nc/zSceO6IS0K6V2RMeAWIyJ9FAPvg.css?or=w → 200 (369ms, 1278B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rs/4/gO/cc,nc/4R7adfHf6e8rieniGCddPNsyHBI.css?or=w → 200 (373ms, 1290B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rs/4/jA/cc,nc/RkpQSVjJoNS307YmBaqAKKAl5eM.css?or=w → 200 (374ms, 1237B)
[2026-07-11T05:50:22.664Z] GET https://r.bing.com/rp/mMJ0CUkwyy0mI6mvMF0oBcc6tts.br.css → 200 (374ms, 808B)
[2026-07-11T05:50:22.670Z] GET https://r.bing.com/rb/5V/cc,nc/v-ink1ufdbbEmWQ3BU82QC8scyg.css?bu=AZ8L&or=w → 200 (305ms, 1836B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rb/5V/cc,nc/wlO4TSp30X_-acjYhMjsnKH_mJ8.css?bu=IW9vxQfzB2-DCKoI8Aj3CIoJb2-tCtYN7Q1v1w6KEG9vqA6rBK4Eb1GWAcEDb5savhpvb7wD&or=w → 200 (369ms, 7816B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rp/vphmvifmlDJFSop-XZMQJ_Z4Ji4.br.css → 200 (311ms, 963B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rb/5V/cir3,cc,nc/_WeO6r560kiNZaD3TmGh9SA1QdQ.css?bu=EI8RihLYEuISnROaFPMU-RTxFb8VxhKrEW-bFW-MFQ&or=w → 200 (349ms, 4189B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rs/5T/3d/cc,nc/SxXkarLThNItIjv1QYI-2ahPJZk.css?or=w → 200 (312ms, 1450B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rb/5T/cir3,cc,nc/eibzzB2zwLwuwRCjCZ8a25Btxts.css?bu=BdcVtBX1Fe8WhQE&or=w → 200 (349ms, 4489B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rs/5T/Lv/cc,nc/OiTx_w5ZPNmrXxBD0baM1zXSrbM.css?or=w → 200 (400ms, 1288B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rp/sYefotpYMNWzb_He9_CKuZS3Nug.br.css → 200 (353ms, 750B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rp/aWcvNmbBScgv7y8smTMInr1pX1k.br.css → 200 (460ms, 728B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rp/LO6hIQzlpxp11-mqop5V-O7yr4A.br.css → 200 (460ms, 962B)
[2026-07-11T05:50:22.671Z] GET https://r.bing.com/rs/5T/LC/cc,nc/FoC2MBMceIs80cUahTdIUje4-Mk.css?or=w → 200 (443ms, 1953B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rp/LUPlDdMK7UC0ozX7r78lkD892sc.br.css → 200 (459ms, 717B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/5T/bj/cc,nc/dasqSyz63ykXo1rNdXhKeVgJuLE.css?or=w → 200 (401ms, 1799B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rb/5T/cir3,cc,nc/YOQWLL8b80COTRaRTUsUgyMu24A.css?bu=ApMYrxg&or=w → 200 (398ms, 2884B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rp/4PNPeKhdkXroGBUF4pWtVwUpXZg.br.css → 200 (468ms, 1119B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rp/wo6buArPgY0EkkAhbMc7EoHe4fQ.br.css → 200 (468ms, 986B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/5T/1r8/cc,nc/cQK6YehKAp_nCVfrmuIKwRzzWMc.css?or=w → 200 (468ms, 1446B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/2G/N/cc,nc/HUEH797DIe8z-cwNfE6VHV9W4FI.css?or=w → 200 (468ms, 1886B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/4s/h1/cc,nc/-uwPpvSfLsFhfo2sT-v3U1uH3Xo.css?or=w → 200 (459ms, 2241B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rp/wczR3URZR4-oWjjc5idYK8_hr54.br.css → 200 (459ms, 994B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rp/QA01mMR8jFPRQt-lGbR2aB5c8N8.br.css → 200 (459ms, 891B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/5T/1mP/cc,nc/pHmOVEqTZHoRq6L52AVyBujQxGU.css?or=w → 200 (502ms, 1471B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/5T/1md/cc,nc/9FNAH2FDxWtpqARABkKgIPJjKX0.css?or=w → 200 (500ms, 1482B)
[2026-07-11T05:50:22.672Z] GET https://r.bing.com/rs/5T/1hL/cc,nc/d3MKWhpO9CLwpaouWQFhEfFRkC4.css?or=w → 200 (499ms, 1487B)
[2026-07-11T05:50:22.673Z] GET https://r.bing.com/rs/5T/1hz/cir3,cc,nc/lANMik3NlfVUQCBcZ3iigLENyxc.css?or=w → 200 (495ms, 2024B)
[2026-07-11T05:50:22.673Z] GET https://r.bing.com/rs/5T/1hR/cir3,cc,nc/bmw-a2aAilQKEULUrrp-mZjCL20.css?or=w → 200 (499ms, 1561B)
